Nama_Daerah,HLS,PPM,IPM,AHHL,AHHP,kategori
Lingga,12.63,11.26,67.44,61.65,65.44,Perlu Pembangunan
Sukabumi,12.38,7.01,68.49,69.89,73.88,Perlu Pembangunan
Cianjur,12.03,10.22,66.55,68.87,72.81,Perlu Pembangunan
Garut,12.16,9.77,68.11,70.12,74.12,Perlu Pembangunan
Tasikmalaya,12.63,10.28,67.76,68.27,72.21,Perlu Pembangunan
Majalengka,12.26,11.21,69.13,69.12,73.8,Perlu Pembangunan
Indramayu,12.29,12.13,69.25,70.5,74.52,Perlu Pembangunan
Bandung Barat,11.91,10.52,69.61,71.07,75.23,Perlu Pembangunan
Pangandaran,12.3,8.98,69.38,70.22,74.22,Perlu Pembangunan
Banjarnegara,11.82,14.9,69.14,72.71,76.41,Perlu Pembangunan
Wonosobo,11.8,15.58,69.37,70.21,74.19,Perlu Pembangunan
Pemalang,12.01,15.03,68.03,72.09,75.82,Perlu Pembangunan
Brebes,12.44,15.78,67.95,68.03,71.98,Perlu Pembangunan
Lumajang,12.16,8.93,67.87,69.03,72.98,Perlu Pembangunan
Jember,13.49,9.51,68.64,68.11,72.5,Perlu Pembangunan
Bondowoso,13.32,13.34,67.99,65.66,69.64,Perlu Pembangunan
Situbondo,13.19,11.9,69.16,68.01,71.96,Perlu Pembangunan
Probolinggo,12.63,17.19,67.79,66.18,70.16,Perlu Pembangunan
Bangkalan,11.97,19.35,65.75,68.86,72.81,Perlu Pembangunan
Sampang,12.54,21.76,64.13,66.7,70.67,Perlu Pembangunan
Pamekasan,13.68,13.85,67.96,66.37,70.35,Perlu Pembangunan
Sumenep,13.58,18.7,68.61,70.51,74.53,Perlu Pembangunan
Pandeglang,13.73,9.27,66.42,63.7,67.56,Perlu Pembangunan
Lebak,12.1,8.68,65.21,66.19,70.17,Perlu Pembangunan
Serang,12.86,4.85,68.39,63.72,67.58,Perlu Pembangunan
Karangasem,12.63,6.56,68.91,69.31,73.28,Perlu Pembangunan
Lombok Tengah,13.87,12.93,68.4,65.2,69.14,Perlu Pembangunan
Lombok Timur,14.06,15.63,68.41,65.03,68.97,Perlu Pembangunan
Sumbawa,13.24,13.91,69.87,66.6,70.57,Perlu Pembangunan
Dompu,13.83,12.62,69.98,65.82,69.8,Perlu Pembangunan
Bima,13.65,14.39,68.28,65.34,69.3,Perlu Pembangunan
Lombok Utara,13.01,25.8,66.62,66.23,70.21,Perlu Pembangunan
NUSA TENGGARA TIMUR,13.22,19.96,66.68,65.82,69.8,Perlu Pembangunan
Sumba Barat,13.26,27.17,65.22,65.64,69.61,Perlu Pembangunan
Sumba Timur,12.86,28.08,67.05,63.92,67.8,Perlu Pembangunan
Kupang,13.89,21.78,65.82,63.75,67.62,Perlu Pembangunan
Timor Tengah Selatan,12.61,25.18,63.58,64.97,68.9,Perlu Pembangunan
Timor Tengah Utara,13.35,21.85,65.16,65.67,69.64,Perlu Pembangunan
Belu,12.31,14.3,63.83,63.74,67.61,Perlu Pembangunan
Alor,12.28,19.97,62.99,60.52,64.27,Perlu Pembangunan
Lembata,12.46,24.78,66.12,65.93,69.91,Perlu Pembangunan
Flores Timur,12.95,11.77,65.79,64.07,67.96,Perlu Pembangunan
Sikka,13.66,12.56,66.89,66.35,70.34,Perlu Pembangunan
Ende,13.82,22.86,68.63,64.22,68.11,Perlu Pembangunan
Ngada,12.74,12.06,69.14,66.77,70.74,Perlu Pembangunan
Manggarai,13.71,19.69,66.42,65.69,69.66,Perlu Pembangunan
Rote Ndao,13.22,27.05,64.0,63.72,67.58,Perlu Pembangunan
Manggarai Barat,12.53,16.82,65.81,66.05,70.4,Perlu Pembangunan
Sumba Tengah,13.13,31.78,63.48,66.94,70.91,Perlu Pembangunan
Sumba Barat Daya,13.1,27.48,63.74,67.06,71.3,Perlu Pembangunan
Nagekeo,12.59,12.33,67.07,65.96,69.95,Perlu Pembangunan
Manggarai Timur,12.59,25.06,63.24,66.55,70.53,Perlu Pembangunan
Malaka,12.82,14.42,62.06,63.78,67.65,Perlu Pembangunan
KALIMANTAN BARAT,12.67,6.71,69.41,69.38,73.35,Perlu Pembangunan
Sambas,12.72,7.08,68.69,67.83,71.78,Perlu Pembangunan
Bengkayang,12.16,6.28,69.53,72.41,76.74,Perlu Pembangunan
Landak,12.53,9.97,68.14,71.51,76.15,Perlu Pembangunan
Mempawah,12.88,5.21,67.92,69.79,73.78,Perlu Pembangunan
Sanggau,11.87,4.79,67.77,69.82,73.81,Perlu Pembangunan
Ketapang,11.96,9.25,68.68,69.52,73.49,Perlu Pembangunan
Sintang,12.3,8.18,68.67,70.45,74.47,Perlu Pembangunan
Kapuas Hulu,12.2,8.16,67.67,70.91,74.94,Perlu Pembangunan
Sekadau,11.92,5.9,66.33,70.77,74.8,Perlu Pembangunan
Melawi,11.34,11.12,67.76,71.22,75.54,Perlu Pembangunan
Kayong Utara,12.12,9.13,64.79,67.29,71.25,Perlu Pembangunan
Kubu Raya,13.89,4.23,69.6,69.32,73.29,Perlu Pembangunan
Sukamara,12.16,3.96,69.44,70.07,74.7,Perlu Pembangunan
Seruyan,12.03,7.12,68.68,67.71,71.66,Perlu Pembangunan
Pulang Pisau,12.51,4.58,69.6,66.66,70.64,Perlu Pembangunan
Murung Raya,12.04,6.44,69.42,68.01,71.96,Perlu Pembangunan
Barito Kuala,12.55,4.6,68.11,64.89,68.82,Perlu Pembangunan
Hulu Sungai Utara,13.19,6.25,67.66,63.09,66.94,Perlu Pembangunan
Mahakam Ulu,12.63,11.38,69.59,70.5,74.52,Perlu Pembangunan
Tana Tidung,12.39,4.62,69.2,70.77,71.7,Perlu Pembangunan
Nunukan,12.68,5.53,67.7,70.65,72.24,Perlu Pembangunan
Bolaang Mongondow,11.63,7.37,69.62,68.15,72.9,Perlu Pembangunan
Bolaang Mongondow Utara,12.38,7.9,68.64,66.39,70.37,Perlu Pembangunan
Siau Tagulandang Biaro,12.03,8.76,69.57,69.65,73.63,Perlu Pembangunan
Bolaang Mongondow Selatan,12.33,12.04,66.4,63.07,66.92,Perlu Pembangunan
Bolaang Mongondow Timur,11.9,5.8,67.95,66.57,70.55,Perlu Pembangunan
Banggai Kepulauan,13.09,12.9,66.82,64.95,68.88,Perlu Pembangunan
Donggala,12.61,16.25,66.95,65.91,69.9,Perlu Pembangunan
Toli-Toli,13.04,12.85,67.66,64.86,68.79,Perlu Pembangunan
Buol,13.17,13.36,69.57,67.8,71.75,Perlu Pembangunan
Parigi Moutong,12.51,14.91,67.11,62.75,66.58,Perlu Pembangunan
Tojo Una-Una,12.37,16.74,66.39,64.5,68.41,Perlu Pembangunan
Sigi,13.05,12.83,69.93,68.43,72.36,Perlu Pembangunan
Banggai Laut,13.03,14.15,66.93,64.18,68.8,Perlu Pembangunan
Morowali Utara,12.29,12.85,69.73,68.04,71.99,Perlu Pembangunan
Kepulauan Selayar,12.69,12.27,69.2,67.11,71.7,Perlu Pembangunan
Jeneponto,12.12,13.06,65.9,65.07,69.1,Perlu Pembangunan
Takalar,12.49,8.29,68.9,65.96,69.95,Perlu Pembangunan
Sinjai,13.26,8.55,68.92,65.97,69.96,Perlu Pembangunan
Bone,13.0,10.53,67.81,65.91,69.9,Perlu Pembangunan
Buton,13.88,13.77,68.12,66.39,70.69,Perlu Pembangunan
Bombana,11.9,10.73,67.43,67.19,71.47,Perlu Pembangunan
Buton Utara,13.17,14.06,69.7,68.91,73.16,Perlu Pembangunan
Kolaka Timur,12.7,14.04,69.57,70.96,75.16,Perlu Pembangunan
Konawe Kepulauan,12.54,15.9,67.32,66.34,70.64,Perlu Pembangunan
Muna Barat,12.62,14.03,67.13,68.34,72.6,Perlu Pembangunan
Buton Tengah,13.2,15.43,65.83,65.7,70.2,Perlu Pembangunan
Buton Selatan,13.26,14.76,66.15,65.66,69.98,Perlu Pembangunan
Boalemo,12.48,18.38,68.18,67.99,71.94,Perlu Pembangunan
Gorontalo,13.21,17.48,69.09,66.15,70.14,Perlu Pembangunan
Pohuwato,12.46,17.64,67.15,63.07,66.92,Perlu Pembangunan
Gorontalo Utara,12.49,17.03,66.61,64.76,68.68,Perlu Pembangunan
SULAWESI BARAT,12.88,11.49,67.55,64.11,68.0,Perlu Pembangunan
Majene,13.71,14.54,68.62,60.73,64.48,Perlu Pembangunan
Polewali Mandar,13.48,16.08,65.59,61.35,65.13,Perlu Pembangunan
Mamasa,12.54,14.31,67.83,69.52,73.49,Perlu Pembangunan
Mamuju,13.26,7.57,69.61,66.73,70.7,Perlu Pembangunan
Mamuju Utara / Pasangkayu,12.07,4.79,69.11,65.4,69.36,Perlu Pembangunan
Mamuju Tengah,12.66,7.32,67.45,67.44,71.4,Perlu Pembangunan
Maluku Tenggara Barat / Kepulauan Tanimbar,12.33,24.47,64.16,62.13,65.94,Perlu Pembangunan
Maluku Tenggara,12.9,21.79,67.57,63.89,67.76,Perlu Pembangunan
Kepulauan Aru,12.36,24.21,65.01,61.72,65.52,Perlu Pembangunan
Seram Bagian Barat,13.69,22.39,67.56,60.78,64.54,Perlu Pembangunan
Seram Bagian Timur,12.91,21.08,65.82,58.68,62.34,Perlu Pembangunan
Maluku Barat Daya,12.7,28.78,63.93,61.54,65.33,Perlu Pembangunan
Buru Selatan,12.84,15.28,66.23,65.04,68.98,Perlu Pembangunan
Kota Tual,14.01,20.68,69.43,64.74,68.66,Perlu Pembangunan
Halmahera Barat,13.24,8.74,66.91,64.99,68.93,Perlu Pembangunan
Halmahera Tengah,13.23,11.44,67.48,63.18,67.3,Perlu Pembangunan
Kepulauan Sula,12.97,8.17,65.29,62.09,65.89,Perlu Pembangunan
Halmahera Selatan,13.03,5.68,65.83,64.59,68.5,Perlu Pembangunan
Halmahera Utara,13.68,4.62,69.05,68.19,72.13,Perlu Pembangunan
Halmahera Timur,12.87,12.47,68.82,67.97,71.92,Perlu Pembangunan
Pulau Morotai,12.99,5.38,64.73,66.16,70.15,Perlu Pembangunan
Pulau Taliabu,12.87,7.31,62.31,60.95,64.72,Perlu Pembangunan
PAPUA BARAT,13.34,20.49,66.66,64.88,68.81,Perlu Pembangunan
Fakfak,14.78,21.38,69.72,67.08,71.5,Perlu Pembangunan
Kaimana,12.5,14.57,66.72,63.74,67.61,Perlu Pembangunan
Teluk Wondama,11.9,28.9,61.67,59.07,62.75,Perlu Pembangunan
Teluk Bintuni,12.44,28.24,66.0,59.95,63.67,Perlu Pembangunan
Sorong Selatan,13.28,18.11,63.94,65.09,69.3,Perlu Pembangunan
Sorong,13.92,26.88,67.49,64.98,68.91,Perlu Pembangunan
Raja Ampat,12.11,16.76,65.26,63.53,67.39,Perlu Pembangunan
Maybrat,13.49,30.28,61.29,63.92,67.8,Perlu Pembangunan
Manokwari Selatan,12.56,27.8,61.55,66.14,70.13,Perlu Pembangunan
PAPUA,11.15,26.03,62.25,64.53,68.45,Perlu Pembangunan
Jayawijaya,12.84,34.71,60.5,58.71,62.38,Perlu Pembangunan
Kepulauan Yapen,12.81,25.89,69.11,67.71,71.66,Perlu Pembangunan
Boven Digoel,11.43,19.8,63.46,59.17,62.86,Perlu Pembangunan
Mappi,11.04,25.72,60.57,64.01,67.89,Perlu Pembangunan
Sarmi,12.33,13.21,65.8,65.14,69.9,Perlu Pembangunan
Keerom,12.46,15.68,68.08,65.31,69.26,Perlu Pembangunan
Waropen,12.84,29.16,66.46,65.0,68.94,Perlu Pembangunan
Supiori,13.19,36.99,64.61,64.75,68.67,Perlu Pembangunan
Region_561,5.46,41.75,64.08,71.86,73.36,Perlu Pembangunan
Region_564,16.58,24.1,61.44,59.21,66.42,Perlu Pembangunan
Region_570,17.22,38.92,68.06,68.64,58.65,Perlu Pembangunan
Region_571,17.53,33.29,68.13,56.99,69.52,Perlu Pembangunan
Region_572,18.95,22.19,66.52,78.52,68.37,Perlu Pembangunan
Region_573,15.02,42.91,63.27,60.97,57.87,Perlu Pembangunan
Region_574,18.46,34.16,64.45,67.24,75.63,Perlu Pembangunan
Region_582,19.2,25.44,66.91,67.13,73.46,Perlu Pembangunan
Region_583,14.05,41.11,60.66,58.28,58.34,Perlu Pembangunan
Region_594,16.99,16.6,62.42,61.7,67.5,Perlu Pembangunan
Region_595,18.47,33.35,62.48,57.35,73.66,Perlu Pembangunan
Region_597,19.01,17.57,63.63,63.87,56.83,Perlu Pembangunan
Region_604,11.09,37.42,69.94,71.16,71.72,Perlu Pembangunan
Region_611,16.83,28.59,64.41,58.02,67.19,Perlu Pembangunan
Region_617,15.21,20.44,60.59,77.3,73.62,Perlu Pembangunan
Region_618,18.49,5.49,64.37,77.38,79.92,Perlu Pembangunan
Region_621,14.51,27.83,64.9,59.94,69.89,Perlu Pembangunan
Region_624,8.77,3.48,62.58,77.96,78.88,Perlu Pembangunan
Region_625,6.8,13.91,64.89,75.34,71.9,Perlu Pembangunan
Region_635,8.57,23.97,60.19,71.97,72.9,Perlu Pembangunan
Region_644,17.78,27.83,63.09,71.3,53.52,Perlu Pembangunan
Region_647,6.53,28.61,66.79,67.21,76.71,Perlu Pembangunan
Region_648,19.12,18.73,68.26,79.87,66.59,Perlu Pembangunan
Region_651,7.8,11.03,67.58,68.4,61.57,Perlu Pembangunan
Region_657,15.67,4.73,63.5,79.09,64.44,Perlu Pembangunan
Region_658,4.24,9.07,63.5,79.8,72.69,Perlu Pembangunan
Region_659,13.05,10.17,67.88,64.04,58.18,Perlu Pembangunan
Region_661,9.08,11.81,62.24,53.35,75.9,Perlu Pembangunan
Region_662,7.83,8.88,67.86,53.89,56.48,Perlu Pembangunan
Region_663,11.08,29.76,65.11,68.51,64.44,Perlu Pembangunan
Region_670,13.75,17.46,65.59,66.58,56.13,Perlu Pembangunan
Region_681,19.72,24.58,68.09,72.33,71.71,Perlu Pembangunan
Region_689,5.31,22.68,69.25,70.07,56.82,Perlu Pembangunan
Region_702,5.64,27.35,62.65,57.56,60.73,Perlu Pembangunan
Region_703,8.77,33.02,69.96,77.56,72.37,Perlu Pembangunan
Region_704,12.95,30.93,62.64,62.81,59.35,Perlu Pembangunan
Region_718,16.12,16.75,64.01,68.99,74.42,Perlu Pembangunan
Region_720,15.58,40.37,61.39,70.25,53.72,Perlu Pembangunan
Region_721,4.35,29.64,67.87,68.09,73.84,Perlu Pembangunan
Region_733,15.6,9.08,61.88,59.63,63.49,Perlu Pembangunan
Region_734,11.12,13.33,66.72,70.1,64.53,Perlu Pembangunan
Region_739,15.27,21.45,64.71,68.87,70.1,Perlu Pembangunan
Region_748,11.17,24.56,65.14,71.89,67.42,Perlu Pembangunan
Region_753,4.31,22.58,66.21,61.88,61.49,Perlu Pembangunan
Region_764,18.86,20.43,66.52,64.59,69.52,Perlu Pembangunan
Region_774,11.2,2.57,68.04,54.76,77.99,Perlu Pembangunan
Region_787,14.34,27.46,61.04,53.32,74.49,Perlu Pembangunan
Region_789,7.67,32.96,67.31,71.88,79.32,Perlu Pembangunan
Region_800,10.19,38.51,65.41,78.59,67.68,Perlu Pembangunan
Region_807,19.28,36.81,65.05,61.48,74.1,Perlu Pembangunan
Region_821,4.8,15.16,67.92,79.08,69.26,Perlu Pembangunan
Region_825,6.99,44.7,69.49,62.69,57.29,Perlu Pembangunan
Region_828,11.77,20.38,62.25,61.53,66.82,Perlu Pembangunan
Region_837,9.98,28.0,61.13,74.22,66.61,Perlu Pembangunan
Region_840,8.79,44.59,65.78,58.21,76.8,Perlu Pembangunan
Region_844,6.63,12.22,68.08,78.4,63.97,Perlu Pembangunan
Region_861,11.57,16.93,64.72,72.16,65.91,Perlu Pembangunan
Region_871,13.9,17.66,69.68,58.9,75.56,Perlu Pembangunan
Region_876,16.83,3.7,67.32,61.93,74.6,Perlu Pembangunan
Region_882,16.38,5.19,64.4,64.84,76.71,Perlu Pembangunan
Region_893,11.68,4.93,65.4,56.75,65.25,Perlu Pembangunan
Region_908,4.17,2.77,69.62,55.14,63.29,Perlu Pembangunan
Region_915,10.69,27.97,60.57,63.59,60.81,Perlu Pembangunan
Region_917,13.91,18.17,61.08,55.94,66.5,Perlu Pembangunan
Region_923,4.59,15.98,64.21,55.95,79.3,Perlu Pembangunan
Region_933,8.22,34.0,60.55,65.36,72.96,Perlu Pembangunan
Region_956,6.15,15.59,64.32,75.01,63.89,Perlu Pembangunan
Region_957,7.03,44.46,69.73,76.22,76.99,Perlu Pembangunan
Region_962,18.14,40.44,64.53,69.64,72.29,Perlu Pembangunan
Region_965,9.49,12.49,65.83,76.74,66.61,Perlu Pembangunan
Region_970,16.04,25.0,66.96,73.68,75.88,Perlu Pembangunan
Region_975,4.19,19.54,69.63,55.43,76.95,Perlu Pembangunan
Region_979,9.21,15.03,66.45,75.52,56.82,Perlu Pembangunan
Region_994,9.58,4.59,64.69,57.8,64.69,Perlu Pembangunan
Region_996,19.73,16.44,63.02,75.09,74.83,Perlu Pembangunan
Region_1001,16.67,34.49,60.42,79.6,62.2,Perlu Pembangunan
Region_1002,5.16,12.09,63.29,67.16,54.9,Perlu Pembangunan
Region_1012,13.43,17.91,62.48,75.21,61.41,Perlu Pembangunan
Region_1020,6.82,3.2,66.27,61.59,70.44,Perlu Pembangunan
Region_1023,5.06,42.95,67.5,73.42,68.85,Perlu Pembangunan
Region_1027,14.03,35.04,60.55,58.52,60.81,Perlu Pembangunan
Region_1028,9.06,37.48,67.51,71.84,79.26,Perlu Pembangunan
Region_1029,7.91,44.17,60.39,67.24,74.57,Perlu Pembangunan
Region_1031,8.55,21.27,68.39,79.1,77.53,Perlu Pembangunan
Region_1033,14.01,42.35,67.53,53.41,71.25,Perlu Pembangunan
Region_1046,18.91,7.41,60.55,57.32,75.7,Perlu Pembangunan
Region_1049,6.81,24.94,65.65,60.05,54.19,Perlu Pembangunan
Region_1054,17.56,31.71,62.64,65.14,72.29,Perlu Pembangunan
Region_1060,9.97,43.83,60.08,65.31,67.67,Perlu Pembangunan
Region_1074,5.72,6.04,65.77,73.73,53.72,Perlu Pembangunan
Region_1077,14.68,14.86,68.99,54.31,65.86,Perlu Pembangunan
Region_1083,16.85,5.09,63.66,54.6,59.92,Perlu Pembangunan
Region_1086,13.03,12.08,65.18,71.63,53.75,Perlu Pembangunan
Region_1089,7.53,16.68,61.22,55.15,57.15,Perlu Pembangunan
Region_1090,11.95,13.74,61.13,56.4,74.1,Perlu Pembangunan
Region_1091,14.42,33.92,66.12,61.87,58.83,Perlu Pembangunan
Region_1099,18.5,31.72,62.44,79.43,67.31,Perlu Pembangunan
Region_1100,9.56,11.15,64.06,71.18,72.25,Perlu Pembangunan
Region_1101,12.48,36.31,60.54,66.34,75.82,Perlu Pembangunan
Region_1104,4.36,14.99,69.43,69.99,63.18,Perlu Pembangunan
Region_1105,8.81,44.78,69.43,61.94,56.95,Perlu Pembangunan
Region_1107,11.29,39.1,63.86,62.03,79.1,Perlu Pembangunan
Region_1115,9.77,13.89,69.68,60.17,66.18,Perlu Pembangunan
Region_1116,13.86,30.83,65.16,53.02,69.4,Perlu Pembangunan
Region_1119,11.61,18.35,65.68,53.87,62.72,Perlu Pembangunan
Region_1122,5.66,19.95,63.36,55.65,61.89,Perlu Pembangunan
Region_1143,7.44,13.62,68.02,76.24,77.16,Perlu Pembangunan
Region_1145,17.48,37.16,67.37,72.62,76.81,Perlu Pembangunan
Region_1154,7.56,20.33,61.21,63.8,66.32,Perlu Pembangunan
Region_1167,19.56,31.05,67.61,59.38,71.96,Perlu Pembangunan
Region_1168,13.42,44.44,60.52,66.54,57.85,Perlu Pembangunan
Region_1173,14.4,5.74,63.76,67.36,59.31,Perlu Pembangunan
Region_1176,13.34,41.36,64.98,63.89,63.79,Perlu Pembangunan
Region_1180,12.61,10.05,68.82,76.15,63.79,Perlu Pembangunan
Region_1192,18.7,5.28,64.26,70.63,53.96,Perlu Pembangunan
Region_1193,4.13,25.89,60.22,73.38,76.35,Perlu Pembangunan
Region_1200,19.25,30.08,64.97,77.05,61.52,Perlu Pembangunan
Region_1209,11.22,25.2,65.79,58.2,63.31,Perlu Pembangunan
Region_1211,8.64,33.02,67.14,55.37,74.14,Perlu Pembangunan
Region_1212,5.64,41.07,67.13,74.27,77.74,Perlu Pembangunan
Region_1213,19.02,37.95,61.7,59.83,71.76,Perlu Pembangunan
Region_1217,16.97,20.52,65.1,78.2,63.9,Perlu Pembangunan
Region_1222,18.32,27.74,66.48,58.63,72.83,Perlu Pembangunan
Region_1227,10.39,11.56,60.98,79.59,57.92,Perlu Pembangunan
Region_1230,8.24,40.54,66.64,61.59,56.49,Perlu Pembangunan
Region_1231,13.6,9.76,61.26,70.29,72.0,Perlu Pembangunan
Region_1246,5.03,40.86,69.87,68.72,64.91,Perlu Pembangunan
Region_1252,6.96,8.23,67.61,53.87,68.55,Perlu Pembangunan
Region_1256,14.86,3.97,69.26,71.45,54.48,Perlu Pembangunan
Region_1259,5.29,11.66,60.89,68.72,55.5,Perlu Pembangunan
Region_1263,12.48,15.3,61.64,79.31,73.13,Perlu Pembangunan
Region_1276,13.8,44.96,62.48,73.54,64.32,Perlu Pembangunan
Region_1283,6.84,32.83,60.87,55.04,74.0,Perlu Pembangunan
Region_1288,5.14,14.24,69.89,69.35,78.7,Perlu Pembangunan
Region_1299,5.41,26.79,69.16,60.61,66.56,Perlu Pembangunan
Region_1300,15.27,34.68,69.87,67.04,75.18,Perlu Pembangunan
Region_1305,7.82,38.04,61.12,74.74,67.8,Perlu Pembangunan
Region_1314,9.64,16.38,60.92,60.65,70.7,Perlu Pembangunan
Region_1316,17.83,18.33,61.53,70.7,79.95,Perlu Pembangunan
Region_1318,19.28,31.13,69.7,72.87,73.35,Perlu Pembangunan
Region_1328,8.86,24.0,63.63,77.21,65.97,Perlu Pembangunan
Region_1331,18.61,10.98,69.0,64.76,78.35,Perlu Pembangunan
Region_1335,4.18,37.3,68.07,75.93,72.83,Perlu Pembangunan
Region_1336,11.92,43.66,60.25,72.57,78.17,Perlu Pembangunan
Region_1340,10.3,31.35,67.25,73.04,65.67,Perlu Pembangunan
Region_1357,7.45,2.15,63.6,75.76,68.28,Perlu Pembangunan
Region_1364,8.86,13.24,61.38,64.11,59.81,Perlu Pembangunan
Region_1371,11.79,5.94,63.71,64.01,55.92,Perlu Pembangunan
Region_1376,4.73,30.76,69.45,60.59,73.66,Perlu Pembangunan
Region_1386,5.13,34.08,61.3,67.02,67.18,Perlu Pembangunan
Region_1388,7.11,37.71,69.78,63.09,78.0,Perlu Pembangunan
Region_1394,11.91,15.69,61.32,63.05,77.64,Perlu Pembangunan
Region_1396,7.32,32.1,67.95,61.73,79.79,Perlu Pembangunan
Region_1400,6.3,3.47,64.66,66.8,69.1,Perlu Pembangunan
Region_1401,9.17,39.91,62.82,77.26,53.15,Perlu Pembangunan
Region_1402,8.44,12.14,63.47,78.26,55.49,Perlu Pembangunan
Region_1413,9.92,23.98,63.02,54.86,78.22,Perlu Pembangunan
Region_1415,9.49,36.07,66.19,75.61,66.25,Perlu Pembangunan
Region_1422,17.48,16.14,62.73,76.65,60.34,Perlu Pembangunan
Region_1434,16.6,8.67,68.16,68.43,62.64,Perlu Pembangunan
Region_1440,16.61,44.31,66.37,64.37,64.1,Perlu Pembangunan
Region_1441,4.48,22.86,63.4,61.88,76.19,Perlu Pembangunan
Region_1450,19.6,37.94,63.54,78.65,55.54,Perlu Pembangunan
Region_1451,19.76,33.33,63.61,57.72,66.66,Perlu Pembangunan
Region_1453,18.42,27.62,67.17,67.82,67.9,Perlu Pembangunan
Region_1464,11.2,41.55,60.2,56.78,77.26,Perlu Pembangunan
Region_1465,11.9,21.08,60.99,61.53,73.66,Perlu Pembangunan
Region_1471,9.62,22.36,69.48,55.94,73.7,Perlu Pembangunan
Region_1472,11.37,42.92,60.54,61.93,73.79,Perlu Pembangunan
Region_1474,11.79,33.91,60.98,67.49,61.82,Perlu Pembangunan
Region_1492,10.1,26.39,61.04,72.64,56.39,Perlu Pembangunan
Region_1494,5.28,40.28,65.87,56.12,70.76,Perlu Pembangunan
Region_1497,10.4,21.52,63.47,58.52,74.4,Perlu Pembangunan
Region_1503,6.66,13.07,65.42,59.04,60.54,Perlu Pembangunan
Region_1514,13.2,15.95,64.39,71.3,70.22,Perlu Pembangunan
Region_1517,11.56,3.16,65.42,53.5,70.69,Perlu Pembangunan
Region_1529,11.02,22.08,65.02,78.65,71.74,Perlu Pembangunan
Region_1535,7.86,19.59,68.08,68.85,69.93,Perlu Pembangunan
Region_1539,5.76,35.32,67.41,55.15,73.9,Perlu Pembangunan
Region_1543,12.23,6.67,64.75,54.39,77.41,Perlu Pembangunan
Region_1550,6.26,44.15,66.0,75.84,63.22,Perlu Pembangunan
Region_1556,8.48,32.28,69.89,55.12,78.0,Perlu Pembangunan
Region_1562,15.33,36.58,67.83,64.47,70.5,Perlu Pembangunan
Region_1564,13.06,41.51,63.44,60.88,77.1,Perlu Pembangunan
Region_1573,14.76,11.36,60.63,73.12,56.27,Perlu Pembangunan
Region_1579,16.26,26.56,66.09,79.9,67.85,Perlu Pembangunan
Region_1582,11.8,37.24,60.38,75.79,74.57,Perlu Pembangunan
Region_1588,9.24,17.57,62.32,78.41,73.36,Perlu Pembangunan
Region_1589,15.35,16.71,67.63,78.52,78.47,Perlu Pembangunan
Region_1590,15.98,16.13,67.07,79.06,65.6,Perlu Pembangunan
Region_1596,12.81,4.03,62.31,63.56,67.18,Perlu Pembangunan
Region_1602,8.29,21.45,69.5,67.81,70.2,Perlu Pembangunan
Region_1614,13.44,7.82,65.53,65.11,68.1,Perlu Pembangunan
Region_1626,5.76,42.32,69.42,56.07,73.53,Perlu Pembangunan
Region_1627,4.13,37.43,60.46,60.42,53.48,Perlu Pembangunan
Region_1635,13.16,43.64,67.46,79.21,77.2,Perlu Pembangunan
Region_1641,11.49,15.43,60.46,56.41,58.67,Perlu Pembangunan
Region_1642,12.45,7.96,68.98,78.81,58.16,Perlu Pembangunan
Region_1648,9.96,30.16,66.88,63.76,64.23,Perlu Pembangunan
Region_1650,11.55,37.46,67.26,67.55,58.93,Perlu Pembangunan
Region_1661,16.46,7.1,62.11,61.16,65.12,Perlu Pembangunan
Region_1664,19.68,33.35,63.79,57.76,71.29,Perlu Pembangunan
Region_1669,7.73,14.45,64.61,56.7,63.99,Perlu Pembangunan
Region_1672,18.22,9.67,61.43,65.06,60.14,Perlu Pembangunan
Region_1674,7.83,9.61,60.15,61.16,53.7,Perlu Pembangunan
Region_1677,14.72,16.13,63.11,54.2,54.54,Perlu Pembangunan
Region_1681,6.12,29.66,64.02,55.75,72.44,Perlu Pembangunan
Region_1689,14.27,2.63,60.28,71.75,75.1,Perlu Pembangunan
Region_1690,16.69,19.58,67.22,75.13,76.49,Perlu Pembangunan
Region_1693,15.84,4.97,69.1,56.01,59.53,Perlu Pembangunan
Region_1703,8.67,36.59,61.97,76.99,78.59,Perlu Pembangunan
Region_1708,10.89,6.67,61.72,78.68,65.1,Perlu Pembangunan
Region_1712,17.92,2.82,65.12,75.59,69.3,Perlu Pembangunan
Region_1720,14.84,35.11,63.27,70.14,71.92,Perlu Pembangunan
Region_1721,6.23,32.64,69.51,71.95,66.8,Perlu Pembangunan
Region_1725,4.3,17.09,61.75,59.94,73.28,Perlu Pembangunan
Region_1739,18.72,17.07,69.78,64.84,76.5,Perlu Pembangunan
Region_1745,13.11,16.25,62.16,79.2,57.41,Perlu Pembangunan
Region_1760,6.66,35.19,62.56,61.71,65.9,Perlu Pembangunan
Region_1768,8.65,14.85,61.5,74.17,54.34,Perlu Pembangunan
Region_1779,11.73,34.19,69.26,79.49,57.9,Perlu Pembangunan
Region_1780,16.21,9.6,69.79,59.72,54.15,Perlu Pembangunan
Region_1786,11.63,24.58,66.64,66.19,62.54,Perlu Pembangunan
Region_1789,16.78,9.18,67.0,73.83,76.11,Perlu Pembangunan
